Comment,Specialist,Subclass,Severity
I'm dealing with constant fatigue. I've been experiencing this for a few days. The intensity is extreme and unbearable. I have difficulty sleeping due to the pain. Hot or cold compresses provide temporary relief. It tends to get worse after I engage in physical activity.,Rheumatology,Vasculitis,10
"I experience sharp, burning pain in my stomach that worsens after eating. I've been experiencing this for several weeks. The condition is persistent and seems to worsen following an abdominal injury.",General Surgeon,Pancreatitis,10
I've been diagnosed with retinal detachment. I've been experiencing this for a week. The condition is dry and seems to worsen after long hours of reading.,Ophthalmologist,Dry Eye Syndrome,7
There's a persistent pain in my left arm that radiates to my chest. I've been experiencing this a few weeks. The condition is sharp and seems to worsen lying down.,Cardiology,Hypertension,8
I have a severe toothache. I've been experiencing this for a few days. The condition is scaly and seems to worsen after eating certain foods.,Dental/OMFS,Facial trauma,1
I was underwater for too long and am struggling to breathe. I've been experiencing this for a month. The condition is painful and seems to worsen following a traumatic event.,Emergency Medicine Specialist,Heart Attack (Myocardial Infarction),7
There's a heavy feeling in my abdomen that won't go away. I've been experiencing this for a few days. The condition is progressive and seems to worsen when exposed to strong odors.,Hepatologist,Wilson's Disease,4
I've noticed a lump in my mouth that hasn't gone away. I've been experiencing this for a week. The condition is itchy and seems to worsen after eating certain foods.,Dental/OMFS,Jaw fractures,7
The doctor recommended a follow-up scan. I have been experiencing symptoms for a few days. I was reassured by the doctor's explanation. The outcome was that No significant findings were observed.. Post-scan care was straightforward.,Radiology,Angiography,9
"I feel confused and disoriented at times, especially in unfamiliar places. I've been experiencing this for a week. The condition is chronic and seems to worsen following a recent illness.",Geriatrician,Arthritis,4
Dupuytren Contracture is affecting my hand function. I've been dealing with this since childhood. The intensity is severe and debilitating. I have difficulty with physical activities. No significant relief found. It tends to get worse following injury or trauma..,Orthopedics,Bone Spurs,4
I've developed a persistent cough and shortness of breath. I've been experiencing this for a year. The condition is dry and seems to worsen after physical exertion.,Diabetologist,Diabetic Dermopathy,3
I'm having difficulty moving my hands. I've been experiencing this for several months. The intensity is extreme and unbearable. It makes it hard to work or concentrate. I feel better with over-the-counter pain relief. It tends to get worse when I wake up in the morning.,Rheumatology,Fibromyalgia,10
There are moments when my heart skips a beat. I've been experiencing this a few hours. The condition is stabbing and seems to worsen cold weather.,Cardiology,Coronary artery disease,2
My eyes are misaligned because of strabismus. I've been experiencing this for a month. The condition is red and seems to worsen after long hours of reading.,Ophthalmologist,Ptosis (Drooping Eyelid),3
Esophageal atresia identified. for a couple of weeks. Intensity: moderate. It limits mobility.. Better with specific treatments.. Worsens after diagnosis..,Pediatric Surgery,Esophageal Atresia,8
I have persistent stiffness in my joints. I've been experiencing this since last year. The intensity is moderate and uncomfortable. It makes it hard to work or concentrate. Pain is slightly eased with rest. It tends to get worse when it's cold and damp outside.,Rheumatology,Osteoarthritis,10
My muscles feel weak and fatigued. I've been experiencing this for a month. The intensity is moderate and uncomfortable. I have difficulty sleeping due to the pain. I feel better with over-the-counter pain relief. It tends to get worse when it's cold and damp outside.,Rheumatology,Systemic Sclerosis (Scleroderma),7
I feel a constant pressure in my bladder area. I've been experiencing this for a year. The condition is painful and seems to worsen after eating certain foods.,Vascular Surgery,Peyronie's Disease,2
My mood swings are severe and unpredictable. I've been experiencing this since childhood. The intensity is moderate and uncomfortable. It affects my overall quality of life. There is no significant relief despite various treatments. It tends to get worse following traumatic events..,Psychiatry,Obsessive-Compulsive Disorder (OCD),5
I've been getting painful spasms in my legs and arms. I've been experiencing this for a year. The pain is radiating and seems to worsen when trying to sleep.,Neurologist,Spinal Cord Injury,6
I'm experiencing difficulty in breathing and abdominal pain. I've been experiencing this for a month. The condition is debilitating and seems to worsen after eating spicy foods.,Hepatologist,Liver Failure,1
I have high eye pressure from glaucoma. I've been experiencing this for a month. The condition is painful and seems to worsen after using digital screens.,Ophthalmologist,Dry Eye Syndrome,7
There is constant discomfort in my abdomen. The pain is located in the on the left side of the abdomen. The symptoms gradually worsened over time. The intensity is extreme and unbearable. It makes it hard to concentrate at work. Eases when I avoid certain foods.,Surgical Gastroenterology,Peptic Ulcer Disease,6
I experience acid reflux and heartburn regularly. I've been experiencing this for a month. The condition is distressing and seems to worsen after physical activity.,General Medicine Specialist,Anxiety Disorders,10
My urine has a strange color and odor. I've been experiencing this for a week. The condition is painful and seems to worsen after eating certain foods.,Vascular Surgery,Peyronie's Disease,6
I'm dealing with PCOS and its symptoms. I've been experiencing this for a week. The condition is irregular and seems to worsen in the mornings.,Obstetrics & Gynecology,Menstrual Disorders,3
I have a burning sensation during urination. I've been experiencing this for a year. The condition is red and inflamed and seems to worsen when I get stressed.,Vascular Surgery,Urinary Tract Infections (UTIs),1
